latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,type,horizontalError,depthError,magError,magNst
7.2649,126.7545,58.087,7.4,mww,56.0,35.0,1.182,1.18,earthquake,7.59,8.191,0.038,65.0
19.5310001373291,-155.761993408203,8.64999961853027,1.87,ml,34.0,119.0,0.06187,0.310000002,earthquake,0.62,0.469999999,0.62,4.0
53.0276,160.7287,40.434,4.7,mb,62.0,114.0,1.256,0.8,earthquake,8.95,7.034,0.043,161.0
52.8164,161.0671,25.879,4.6,mb,26.0,120.0,1.478,0.94,earthquake,10.65,5.765,0.132,17.0
46.1495,-122.516,8.71,1.53,ml,36.0,98.0,0.1179,0.11,earthquake,0.23,0.34,0.1813469912246486,20.0
32.8153333,-116.1273333,9.06,1.11,ml,29.0,57.0,0.03455,0.18,earthquake,0.23,0.56,0.137,29.0
19.3325,-68.3983,88.0,3.53,md,15.0,207.0,0.791,0.44,EARTHQUAKE,3.49,3.79,0.16,8.0
36.75433333,-98.09416667,3.4,1.11,ml,24.0,155.0,0.06298763968,0.3,EARTHQUAKE,0.48,1.1,0.24,10.0
33.6845,-116.7108333,14.85,0.65,ml,31.0,58.0,0.02954,0.15,earthquake,0.22,0.37,0.185,14.0
33.1788333,-115.6041667,3.23,1.14,ml,33.0,46.0,0.009718,0.19,earthquake,0.21,0.15,0.253,16.0
61.3663,-150.0864,43.4,1.2,ml,20.0,88.0,0.05971,0.41,earthquake,0.48,0.9,0.159,12.5
38.8236656188965,-122.815170288086,9.32999992370605,0.72,md,10.0,97.0,0.01839,0.05,earthquake,1.09,1.39999998,0.18,9.0
40.7015,-111.6285,7.38,0.41,md,16.0,93.0,0.09307,0.12,earthquake,0.36,1.6,0.339506465222259,10.0
54.8115,-164.025833333333,14.01,0.96,ml,4.0,214.0,0.01574,0.31,earthquake,2.51,3.68,0.229961044904314,4.0
59.2598,-137.2517,5.0,2.5,ml,15.0,135.0,0.494,0.38,earthquake,3.88,2.001,0.066,30.0
38.7625007629395,-122.730003356934,1.66999995708466,0.9,md,9.0,129.0,0.004121,0.03,earthquake,0.81,0.860000014,0.23,7.0
10.3444,-86.5812,19.426,4.2,mwr,98.0,153.0,1.183,0.53,earthquake,6.48,4.301,0.083,14.0
34.321,-116.8548333,6.57,1.28,ml,60.0,39.0,0.03521,0.14,earthquake,0.12,0.33,0.144,52.0
32.8171667,-117.0668333,3.37,1.15,ml,22.0,135.0,0.07849,0.24,earthquake,0.52,0.66,0.177,15.0
60.0478333333333,-153.054,-0.13,-0.82,ml,5.0,176.0,0.01069,0.06,earthquake,0.5,0.83,0.414030962160481,5.0
61.0536666666667,-151.989833333333,12.53,0.36,ml,10.0,300.0,0.1319,0.08,EARTHQUAKE,0.51,0.85,0.184106008409561,11.0
63.061,-150.7963,123.0,2.4,ml,20.0,88.0,0.05971,0.42,earthquake,0.48,0.6,0.159,12.5
38.7891654968262,-122.76782989502,1.86000001430511,0.99,md,11.0,105.0,0.0162,0.03,earthquake,0.34,0.649999976,0.27,10.0
34.0826667,-117.3046667,16.02,1.32,ml,84.0,24.0,0.01434,0.16,EARTHQUAKE,0.13,0.28,0.129,27.0
35.55783333,-96.746,7.14,-0.2,ml,12.0,173.0,0.01799646848,0.07,earthquake,0.48,0.4,0.27,2.0
34.0973333,-118.4005,8.79,1.08,ml,32.0,92.0,0.02144,0.18,EARTHQUAKE,0.38,0.37,0.197,31.0
33.6866667,-117.3033333,17.05,1.44,ml,51.0,45.0,0.02218,0.17,EARTHQUAKE,0.19,0.38,0.255,28.0
35.54266667,-96.7665,5.85,-1.21,ml,9.0,131.0,0.0188962919,0.04,EARTHQUAKE,0.48,0.2,0.0,1.0
19.1963333333333,-155.4865,30.11,2.39,ml,50.0,79.0,0.04678,0.1,EARTHQUAKE,0.49,0.54,0.166778741551702,38.0
60.6877,-147.7168,20.8,1.5,ml,20.0,88.0,0.05971,0.55,earthquake,0.48,0.2,0.159,12.5
37.8706666666667,-122.253166666667,8.25,1.15,md,46.0,27.0,0.001739,0.05,earthquake,0.14,0.21,0.166,29.0
33.5301667,-116.7211667,5.73,1.37,ml,65.0,26.0,0.03764,0.19,EARTHQUAKE,0.12,0.36,0.184,27.0
61.6407,-148.1637,17.6,1.1,ml,20.0,88.0,0.05971,0.55,EARTHQUAKE,0.48,0.3,0.159,12.5
34.37416667,-96.83666667,0.0,1.21,ml,40.0,142.0,0.2510507353,0.33,quarry blast,0.48,0.5,0.15,15.0
38.8380012512207,-122.879669189453,2.1800000667572,1.02,md,13.0,127.0,0.002963,0.05,EARTHQUAKE,0.37,0.479999989,0.08,14.0
35.1325,-98.01683333,6.36,0.93,ml,40.0,89.0,0.09718092979,0.4,earthquake,0.48,0.9,0.25,21.0
31.666,-104.173,6.7151,1.6,ml,39.0,61.0,0.1,0.2,earthquake,0.5150230208304488,0.6149428587822765,0.2,30.0
33.6418333,-117.0115,12.37,0.97,ml,24.0,79.0,0.008329,0.13,earthquake,0.21,0.37,0.201,18.0
58.1691666666667,-155.3215,1.04,-0.45,ml,6.0,113.0,0.04149,0.04,earthquake,0.21,1.17,0.290889446106084,5.0
52.7713,160.9003,16.444,4.8,mb,41.0,133.0,1.386,0.87,earthquake,12.07,5.282,0.047,138.0
40.7568321228027,-123.259330749512,29.2099990844727,3.09,ml,55.0,52.0,0.1512,0.16,EARTHQUAKE,0.37,1.14999998,0.348,9.0
28.978,-98.168,8.1135,1.9,ml,21.0,66.0,0.1,0.2,EARTHQUAKE,0.7563642137875005,1.4281395073573833,0.2,13.0
42.7468333333333,-111.361333333333,9.22,1.64,md,20.0,129.0,0.7029,0.18,earthquake,0.68,1.14,0.189210819364979,16.0
7.1656,127.0366,59.928,4.7,mb,53.0,77.0,1.449,0.97,earthquake,9.07,7.385,0.084,43.0
38.8375015258789,-122.836166381836,1.49000000953674,1.37,md,20.0,106.0,0.001209,0.01,earthquake,0.2,0.330000013,0.13,21.0
19.4710006713867,-155.492660522461,2.04999995231628,1.7,ml,40.0,53.0,0.03675,0.180000007,earthquake,0.32,1.28999996,0.32,5.0
19.096,-64.6668333333333,44.87,3.44,md,17.0,265.0,0.6526,0.26,earthquake,2.43,6.41,0.01680636196593,7.0
35.34983333,-97.9225,5.97,1.04,ml,58.0,54.0,0.04049205408,0.3,EARTHQUAKE,0.48,0.5,0.24,27.0
35.3601667,-117.7918333,4.41,0.9,ml,29.0,74.0,0.1025,0.17,earthquake,0.2,0.51,0.155,15.0
61.6506,-150.4826,28.1,1.5,ml,20.0,88.0,0.05971,0.87,EARTHQUAKE,0.48,0.6,0.159,12.5
58.4253333333333,-154.846166666667,6.04,-0.52,ml,7.0,166.0,0.04859,0.16,earthquake,1.02,1.34,0.186627102313369,7.0
36.5671667,-117.8451667,3.82,1.7,ml,25.0,55.0,0.03789,0.22,earthquake,0.29,0.6,0.164,25.0
59.9087,-152.736,96.8,1.8,ml,20.0,88.0,0.05971,0.27,earthquake,0.48,0.7,0.159,12.5
36.655,-96.39316667,0.0,1.14,ml,29.0,80.0,0.08368357843,0.59,QUARRY BLAST,0.48,0.8,0.11,13.0
33.985,-117.201,13.23,0.94,ml,28.0,87.0,0.08916,0.18,earthquake,0.26,0.68,0.198,25.0
38.4938,-116.4784,9.0,2.6,ml,9.0,78.84,0.53,0.1443,earthquake,0.48,3.0,0.19,4.0
38.4304,-116.4877,7.2,1.7,ml,9.0,137.85000000000002,0.496,0.1688,earthquake,0.48,5.1,0.3,4.0
31.072,-103.763,4.8694,2.0,ml,27.0,68.0,0.1,0.2,EARTHQUAKE,0.8234742125459388,1.739938001382903,0.1,18.0
53.9015,-166.972166666667,3.51,-0.29,ml,4.0,235.0,0.06736,0.23,EARTHQUAKE,1.27,3.51,0.309204181282833,4.0
66.2448,-157.4813,10.0,2.9,ml,31.0,52.0,0.19,0.84,earthquake,4.26,1.968,0.047,60.0
33.5023333,-116.5051667,14.24,0.57,ml,38.0,58.0,0.08144,0.15,earthquake,0.18,0.36,0.126,19.0
35.33283333,-97.93516667,7.09,0.97,ml,29.0,95.0,0.05938834598,0.19,earthquake,0.48,0.5,0.2,15.0
38.7944984436035,-122.753997802734,0.150000005960464,1.1,md,14.0,88.0,0.01757,0.03,earthquake,0.26,0.670000017,0.06,14.0
31.654,-104.359,6.0999,1.9,ml,41.0,70.0,0.1,0.2,earthquake,1.3783922855888422,0.5950882182599684,0.2,24.0
61.1835,-152.3275,2.71,-0.5,ml,9.0,219.0,0.01355,0.15,earthquake,0.79,0.38,0.276058034088394,9.0
33.5361667,-116.7216667,5.4,0.45,ml,30.0,42.0,0.03195,0.12,earthquake,0.14,0.36,0.148,14.0
28.816,-99.076,5.5669,1.4,ml,11.0,102.0,0.1,0.3,earthquake,2.5955631027553405,1.8548457733492771,0.1,6.0
37.8714981079102,-122.251335144043,8.85000038146973,1.73,md,38.0,37.0,0.006319,0.08,earthquake,0.19,0.360000014,0.17,30.0
38.7566666666667,-122.723666666667,1.96,0.94,md,26.0,71.0,0.005007,0.03,earthquake,0.17,0.2,0.309,22.0
32.2167,-104.6293,6.046,2.5,ml,25.0,86.0,0.557,0.46,earthquake,1.91,6.204,0.069,58.0
51.9521,159.1268,76.578,4.3,mb,33.0,137.0,1.112,0.71,earthquake,11.46,8.086,0.109,24.0
40.3940010070801,-121.969665527344,5.13000011444092,2.85,md,40.0,45.0,0.1448,0.25,earthquake,0.36,1.54999995,0.11,32.0
65.1699,-150.0841,11.1,1.6,ml,20.0,88.0,0.05971,0.6,earthquake,0.48,0.3,0.159,12.5
61.3273333333333,-152.2425,2.59,-0.21,ml,11.0,127.0,0.07496,0.1,EARTHQUAKE,0.3,0.62,0.145435524305944,11.0
1.5646,122.9748,10.0,4.6,mb,50.0,55.0,1.868,1.39,earthquake,4.44,1.872,0.093,34.0
28.749,-98.461,8.9194,1.2,ml,10.0,78.0,0.1,0.1,earthquake,0.5636962014600803,0.6984284011525816,0.1,6.0
61.3381666666667,-152.107166666667,-3.16,-0.14,ml,9.0,160.0,0.0622,0.33,earthquake,0.98,3.38,0.149019662278079,9.0
58.2595,-154.962333333333,3.32,0.11,ml,5.0,150.0,0.06516,0.18,earthquake,0.56,1.97,0.291973678941861,5.0
44.7583333333333,-111.087166666667,9.49,0.9,ml,12.0,99.0,0.04026,0.16,EARTHQUAKE,0.43,0.94,0.165501965376345,4.0
31.714,-104.26,6.6766,1.8,ml,38.0,63.0,0.0,0.1,earthquake,0.4942838390661014,0.4935718388203413,0.1,24.0
17.8163333333333,-66.8528333333333,12.63,2.25,md,11.0,231.0,0.1598,0.1,EARTHQUAKE,0.56,0.41,0.0537711018117881,5.0
34.0443333,-117.2905,15.72,0.93,ml,19.0,241.0,0.08688,0.11,earthquake,0.64,0.51,0.298,29.0
31.622,-104.005,8.4454,2.4,ml,39.0,31.0,0.0,0.2,earthquake,0.4462375801455375,0.3290310878519568,0.1,21.0
36.8913,-104.8257,5.0,0.8,ml,6.0,145.0,0.094,0.35,earthquake,2.1,1.92,0.105,12.0
47.49283333333333,-122.5505,20.88,1.29,ml,18.0,89.0,0.1482,0.1,EARTHQUAKE,0.27,0.7,0.0866943376902116,11.0
37.461498260498,-121.722999572754,9.88000011444092,1.17,md,9.0,92.0,0.06257,0.05,earthquake,0.43,1.33000004,0.13,5.0
53.8428333333333,-166.908666666667,4.79,0.41,ml,7.0,155.0,0.0396,0.16,earthquake,0.49,1.33,0.204222239501576,7.0
35.52983333,-96.7575,6.0,0.68,ml,35.0,59.0,0.01259752794,0.13,earthquake,0.48,0.2,0.22,10.0
46.8823333333333,-112.529833333333,12.9,0.73,ml,9.0,122.0,0.05507,0.15,earthquake,1.0,0.93,0.345088724724599,5.0
31.611,-104.189,1.8958,1.6,ml,15.0,66.0,0.1,0.1,earthquake,1.5694375327367154,1.3735529459542026,0.1,7.0
34.39766667,-97.46866667,6.9,1.21,ml,16.0,88.0,0.03419329011,0.2,earthquake,0.48,0.6,0.19,9.0
53.2332,159.6353,67.199,4.6,mb,92.0,101.0,0.63,0.58,EARTHQUAKE,9.11,6.77,0.049,126.0
53.4006666666667,-167.289166666667,17.84,0.84,ml,12.0,201.0,0.4519,0.21,earthquake,1.33,0.98,0.223692467093892,12.0
61.5125,-151.2239,12.9,1.3,ml,20.0,88.0,0.05971,0.77,EARTHQUAKE,0.48,0.3,0.159,12.5
36.584,-121.139333333333,5.32,1.13,md,18.0,114.0,0.08049,0.17,earthquake,0.51,1.25,0.217,11.0
62.9283,-150.5907,87.4,1.7,ml,20.0,88.0,0.05971,0.59,earthquake,0.48,0.7,0.159,12.5
37.5628318786621,-121.670669555664,8.57999992370605,0.98,md,8.0,70.0,0.08219,0.06,earthquake,0.41,1.91999996,0.24,6.0
54.7525,-163.974833333333,-1.17,0.14,ml,4.0,113.0,0.04504,0.15,earthquake,0.38,0.34,0.259758530159762,4.0
36.028,-96.54166667,0.0,1.55,ml,69.0,59.0,0.1880630956,0.36,quarry blast,0.48,0.3,0.18,32.0
28.755,-98.463,8.7944,2.1,ml,21.0,53.0,0.0,0.1,earthquake,0.4600579931652422,0.6456424087551907,0.1,13.0
44.565,-112.216666666667,6.05,0.78,ml,12.0,131.0,0.1301,0.09,earthquake,0.54,2.41,0.154359168429543,12.0
35.91483333,-95.1625,0.0,1.89,ml,55.0,106.0,0.2753459677,0.32,quarry blast,0.48,0.3,0.22,13.0
17.9418333333333,-66.9076666666667,12.64,2.27,md,8.0,213.0,0.04269,0.13,earthquake,1.04,0.45,0.143176304143386,6.0
60.4289,-147.3779,17.5,2.2,ml,20.0,88.0,0.05971,0.61,earthquake,0.48,0.2,0.159,12.5
32.39,-102.141,7.1045,0.8,ml,31.0,52.0,0.0,0.2,EARTHQUAKE,0.5003609401780572,0.4953996326798564,0.1,16.0
33.9306667,-117.1975,13.83,1.42,ml,56.0,63.0,0.02646,0.19,EARTHQUAKE,0.15,0.39,0.275,27.0
38.7908325195312,-122.780166625977,2.08999991416931,1.04,md,9.0,120.0,0.006495,0.01,earthquake,0.42,0.660000026,0.18,9.0
60.0161666666667,-153.091833333333,1.49,-1.08,ml,5.0,114.0,0.03683,0.08,earthquake,0.33,0.45,0.313708274501377,5.0
38.8308334350586,-122.820831298828,1.96000003814697,0.21,md,7.0,108.0,0.01382,0.01,EARTHQUAKE,0.59,2.3900001,0.08,8.0
33.4713333,-116.8976667,11.75,1.25,ml,56.0,30.0,0.01552,0.21,EARTHQUAKE,0.17,0.45,0.173,27.0
35.51566667,-96.79333333,1.47,-0.6,ml,6.0,299.0,0.04949028832,0.04,earthquake,0.48,1.8,0.0,1.0
37.4331,-117.3097,12.4,0.9,ml,10.0,158.41000000000005,0.139,0.149,earthquake,0.48,2.7,0.26,3.0
31.733,-104.108,7.8943,3.6,ml,31.0,60.0,0.0,0.1,earthquake,0.550456927806001,0.515676343288772,0.2,27.0
38.8448333333333,-122.877166666667,2.55,0.17,md,13.0,145.0,0.008226,0.05,earthquake,0.4,0.6,0.193,12.0
33.1665,-116.418,8.65,0.55,ml,34.0,47.0,0.09056,0.18,earthquake,0.22,0.78,0.121,27.0
63.3005,-151.499,9.3,1.4,ml,20.0,88.0,0.05971,0.9,earthquake,0.48,0.5,0.159,12.5
38.7695007324219,-122.738334655762,0.5,0.67,md,8.0,77.0,0.01316,0.01,earthquake,0.3,0.720000029,0.25,7.0
58.3006666666667,-154.988166666667,2.88,0.02,ml,6.0,195.0,0.04022,0.09,earthquake,0.55,0.67,0.342693500915644,6.0
17.9126,-68.4735,73.0,4.32,md,26.0,202.0,0.6083,0.69,earthquake,3.8,4.92,0.05,13.0
19.7805,-156.0655,40.52,2.71,ml,53.0,197.0,0.2365,0.13,EARTHQUAKE,0.57,0.89,0.188683028876152,22.0
38.8141670227051,-122.828498840332,1.04999995231628,1.58,md,27.0,47.0,0.005318,0.03,earthquake,0.15,0.310000002,0.16,26.0
19.2548333333333,-155.364333333333,30.97,1.46,md,32.0,146.0,0.03576,0.1,EARTHQUAKE,0.64,0.57,0.0497724802937902,9.0
39.2551,28.9454,10.0,5.2,mww,116.0,36.0,1.475,0.88,earthquake,4.87,1.774,0.055,32.0
36.8968,-116.2356,10.1,0.2,ml,25.0,40.66999999999999,0.015,0.0974,earthquake,0.48,0.7,0.48,9.0
38.8079986572266,-122.794334411621,3.09999990463257,0.87,md,14.0,57.0,0.0007574,0.02,EARTHQUAKE,0.33,0.639999986,0.19,14.0
38.8126678466797,-122.779663085938,0.569999992847443,0.77,md,9.0,72.0,0.0009929,0.02,earthquake,0.3,0.610000014,0.36,9.0
33.8913333,-117.2145,13.29,0.76,ml,34.0,65.0,0.03059,0.2,EARTHQUAKE,0.23,0.68,0.208,24.0
61.2565,-146.9227,20.7,1.1,ml,20.0,88.0,0.05971,0.46,earthquake,0.48,6.4,0.159,12.5
54.7496666666667,-163.974666666667,-0.34,0.57,ml,4.0,111.0,0.04236,0.06,earthquake,0.27,0.47,0.33593156367932,4.0
59.5322,-152.4028,81.1,1.9,ml,20.0,88.0,0.05971,0.63,earthquake,0.48,0.7,0.159,12.5
44.792,-110.826833333333,4.47,0.7,ml,14.0,104.0,0.01725,0.17,EARTHQUAKE,0.5,0.57,0.415710899474744,3.0
34.268,-117.0773333,4.69,1.56,ml,72.0,30.0,0.06058,0.15,earthquake,0.13,0.42,0.138,48.0
58.3783,-136.8186,0.0,2.4,ml,20.0,88.0,0.05971,1.0,earthquake,0.48,0.5,0.159,12.5
32.005,-103.812,7.2919,1.7,ml,18.0,72.0,0.0,0.1,earthquake,0.491036636555841,0.5913891637461967,0.1,6.0
31.731,-104.096,6.8561,1.7,ml,37.0,58.0,0.0,0.2,earthquake,0.3968407065068011,0.4559247509490809,0.2,28.0
31.691,-103.188,4.6643,1.3,ml,19.0,55.0,0.1,0.2,earthquake,0.9100003547988992,0.7870515653327834,0.1,8.0
46.8605,-121.74733333333332,-2.3,1.25,ml,28.0,92.0,0.0146,0.06,earthquake,0.16,0.3,0.185884040349087,16.0
44.7355,-110.865166666667,4.6,0.55,ml,10.0,83.0,0.05385,0.15,earthquake,0.34,0.9,0.177587426365056,3.0
0.8991,92.8019,10.0,4.9,mb,37.0,54.0,4.789,0.88,EARTHQUAKE,10.19,1.877,0.114,24.0
37.5298333333333,-118.830166666667,4.9,1.06,md,24.0,111.0,0.06009,0.03,earthquake,0.34,0.78,0.064,15.0
35.61333333,-98.04716667,7.08,1.14,ml,63.0,79.0,0.1700666271,0.16,earthquake,0.48,0.4,0.27,26.0
17.9145,-66.675,6.52,2.25,md,9.0,199.0,0.1434,0.09,earthquake,0.41,0.26,0.184734513750872,5.0
52.1441,160.4948,10.0,4.9,mb,60.0,124.0,1.429,0.83,earthquake,9.38,1.887,0.053,112.0
53.0496,160.3602,35.0,5.0,mb,56.0,130.0,1.033,0.57,earthquake,10.74,1.93,0.086,43.0
32.185,-101.0,8.0322,1.3,ml,13.0,79.0,0.3,0.2,earthquake,1.245607625738965,1.7402510668413158,0.1,4.0
33.1628333,-116.4205,9.42,1.52,ml,65.0,28.0,0.08658,0.18,earthquake,0.15,0.47,0.181,56.0
32.106,-101.923,8.3008,1.4,ml,34.0,36.0,0.1,0.1,earthquake,0.3261761100669934,0.8174008871662874,0.1,18.0
32.4106667,-115.4813333,7.18,1.52,ml,27.0,62.0,0.1524,0.18,earthquake,0.27,0.95,0.11,22.0
60.722,-150.6032,46.2,1.4,ml,20.0,88.0,0.05971,0.56,EARTHQUAKE,0.48,0.8,0.159,12.5
31.367,-103.508,6.0486,1.9,ml,30.0,63.0,0.0,0.2,earthquake,0.6620742034207889,0.8023539395977664,0.1,31.0
33.451,-116.6281667,10.05,1.11,ml,34.0,39.0,0.01578,0.14,earthquake,0.16,0.3,0.143,22.0
-22.0098,-68.7945,102.257,4.2,mb,21.0,78.0,0.467,0.76,earthquake,4.84,4.855,0.186,8.0
39.5119,-99.319,9.265,2.8,mb_lg,32.0,50.0,1.187,0.37,earthquake,4.82,7.827,0.057,82.0
32.116,-101.926,7.9346,1.7,ml,31.0,59.0,0.1,0.1,earthquake,0.4806265606512238,0.7775008357403982,0.0,7.0
35.9403333,-117.679,4.86,0.9,ml,24.0,66.0,0.02442,0.11,earthquake,0.15,0.36,0.141,19.0
62.3002,-148.6755,29.3,1.5,ml,20.0,88.0,0.05971,0.26,earthquake,0.48,0.4,0.159,12.5
49.0164,156.5566,10.0,4.5,mb,48.0,136.0,4.16,0.98,earthquake,10.09,1.9,0.078,49.0
28.973,-98.174,7.8043,1.4,ml,22.0,64.0,0.1,0.3,earthquake,0.8321882792913112,0.8293357666325522,0.1,12.0
28.972,-98.169,8.0116,1.0,ml,11.0,79.0,0.1,0.1,earthquake,0.960270114047612,1.8706339445252809,0.2,6.0
36.8950004577637,-121.61799621582,0.230000004172325,1.92,md,8.0,109.0,0.02337,0.04,earthquake,0.76,1.24000001,0.16,7.0
32.334,-101.536,6.3232,0.9,ml,12.0,63.0,0.1,0.1,earthquake,0.6160680605851672,0.9642535767513448,0.2,7.0
39.530834197998,-123.007835388184,9.32999992370605,1.72,md,10.0,178.0,0.05453,0.09,earthquake,0.83,1.25999999,0.14,7.0
38.7973327636719,-122.814002990723,3.66000008583069,0.26,md,8.0,92.0,0.0124,0.01,EARTHQUAKE,0.59,1.73000002,0.05,8.0
33.1431667,-116.5545,16.64,1.13,ml,54.0,31.0,0.07177,0.18,earthquake,0.17,0.41,0.166,25.0
36.5341666666667,-121.140333333333,4.84,0.64,md,9.0,79.0,0.05215,0.2,earthquake,0.51,1.5,0.266,7.0
38.7843322753906,-122.737167358398,0.449999988079071,1.29,md,15.0,82.0,0.001147,0.03,earthquake,0.23,0.400000006,0.2,16.0
31.622,-104.522,5.8435,2.5,ml,35.0,75.0,0.1,0.2,EARTHQUAKE,0.9648975959789424,0.7592807972520238,0.2,19.0
53.3109,159.8017,32.94,4.1,mb,26.0,115.0,0.751,0.68,earthquake,10.29,5.989,0.117,20.0
56.354,-156.5619,44.5,4.6,ml,20.0,88.0,0.05971,0.54,earthquake,0.48,0.7,0.159,12.5
38.8271675109863,-122.816329956055,3.58999991416931,1.05,md,11.0,150.0,0.00617,0.11,earthquake,0.65,1.74000001,0.3,11.0
35.24066667,-97.7645,4.58,1.03,ml,53.0,46.0,0.008098410816,0.42,earthquake,0.48,0.7,0.24,23.0
36.15916667,-97.04316667,7.87,0.89,ml,29.0,98.0,0.1196765154,0.19,earthquake,0.48,0.7,0.15,9.0
44.7415,-110.6695,5.05,1.29,ml,10.0,155.0,0.0269,0.2,EARTHQUAKE,1.01,0.63,0.631978637761267,3.0
53.9328333333333,-166.699833333333,5.15,-0.27,ml,6.0,126.0,0.03674,0.17,EARTHQUAKE,0.51,1.07,0.264448031616183,6.0
28.681,-98.25,12.3039,1.5,mlv,8.0,68.0,0.1,0.5,earthquake,0.0,5.233011245727539,0.1,6.0
38.7878341674805,-122.74983215332,0.660000026226044,1.29,md,15.0,83.0,0.01123,0.02,earthquake,0.22,0.479999989,0.08,15.0
17.9751666666667,-66.8451666666667,18.04,2.26,md,11.0,190.0,0.0222,0.13,earthquake,0.45,0.63,0.08062454258013,6.0
31.773,-103.783,6.3562,1.1,ml,15.0,76.0,0.0,0.1,earthquake,0.70656958524663,1.3482946622509655,0.1,7.0
35.3533333,-117.7926667,5.18,0.97,ml,35.0,76.0,0.09611,0.18,earthquake,0.19,0.96,0.16,17.0
20.0408333333333,-155.805833333333,22.56,2.08,ml,28.0,186.0,0.0882,0.12,earthquake,0.55,0.85,0.108615653312413,12.0
35.9855,-97.96133333,5.33,1.26,ml,22.0,82.0,0.03779258381,0.13,earthquake,0.48,0.4,0.22,9.0
38.7916679382324,-122.776168823242,1.26999998092651,1.57,md,26.0,79.0,0.009305,0.04,earthquake,0.22,0.340000004,0.14,27.0
38.8156661987305,-122.767166137695,1.67999994754791,2.05,md,40.0,44.0,0.01083,0.08,earthquake,0.19,0.319999993,0.17,39.0
28.979,-98.168,7.9928,1.1,ml,14.0,70.0,0.1,0.3,earthquake,0.9961572972240096,1.4216709697276226,0.1,6.0
35.53783333,-96.756,7.23,1.59,ml,77.0,48.0,0.01529699821,0.18,earthquake,0.48,0.3,0.22,35.0
35.8626667,-117.693,7.44,0.94,ml,24.0,86.0,0.09062,0.14,earthquake,0.21,0.58,0.232,18.0
28.972,-98.178,7.2208,1.1,ml,14.0,79.0,0.1,0.3,earthquake,1.0926022964693185,1.2231274496503746,0.0,5.0
35.5153333333333,-120.7755,6.74,2.26,md,57.0,40.0,0.05947,0.06,earthquake,0.14,0.36,0.112,49.0
62.2261,-149.9078,52.7,1.7,ml,20.0,88.0,0.05971,0.22,earthquake,0.48,0.6,0.159,12.5
53.567,159.7568,69.142,4.2,mb,28.0,159.0,0.859,0.92,earthquake,13.52,9.645,0.124,18.0
18.731,-67.2918333333333,25.55,3.32,md,22.0,295.0,0.2736,0.14,earthquake,0.55,1.29,0.0529879530597261,9.0
38.7888336181641,-122.767333984375,2.6800000667572,0.75,md,10.0,95.0,0.01319,0.01,earthquake,0.53,1.19000006,0.13,9.0
46.2055,-122.18616666666668,2.96,0.04,ml,15.0,67.0,0.005322,0.05,earthquake,0.26,0.61,0.0880647405985491,4.0
34.40033333,-97.47216667,6.6,1.15,ml,16.0,119.0,0.03689276038,0.17,EARTHQUAKE,0.48,0.6,0.14,8.0
-2.8749,136.3381,10.0,4.5,mb,18.0,129.0,1.789,1.16,EARTHQUAKE,5.63,1.941,0.156,12.0
30.892,-103.461,1.8958,1.5,ml,23.0,69.0,0.1,0.2,earthquake,0.7980771854752239,1.1117039834534146,0.2,14.0
35.34116667,-97.93333333,9.17,0.96,ml,22.0,93.0,0.05128993517,0.08,earthquake,0.48,0.5,0.2,10.0
